date,signal_date,next_date,return,turnover,num_stocks,cost_bps,turnover_multiplier,period_cost,net_return,gross_nav,net_nav,drawdown
2025-02-17,2025-02-14,2025-02-24,0.0267328403931789,0.73,100,5,1.0,0.000365,0.026358082906435376,4.8508575796433595,4.39415719931526,-0.05277989631229285
2025-02-24,2025-02-21,2025-03-03,-0.0386216316218176,0.93,100,5,1.0,0.000465,-0.03906867256311353,4.663509545152472,4.222483310504364,-0.08978652838846635
2025-03-03,2025-02-28,2025-03-10,0.0289776205408681,0.94,100,5,1.0,0.00047,0.028494001059213847,4.798646955140616,4.342798754426388,-0.06385090476425659
2025-03-10,2025-03-07,2025-03-17,0.0093317081871052,0.84,100,5,1.0,0.00042,0.0089077888696667,4.843426528218929,4.38148348883427,-0.055511886273367006
2025-03-17,2025-03-14,2025-03-24,-0.0138353650205611,0.78,100,5,1.0,0.00039000000000000005,-0.014219969228203122,4.7764159542507505,4.319178928449166,-0.06894247818696342
2025-03-24,2025-03-21,2025-03-31,-0.0148890261629164,0.47,100,5,1.0,0.000235,-0.015120527241768156,4.70529977214294,4.25387066579948,-0.08302055880919068
2025-03-31,2025-03-28,2025-04-07,-0.0964700137523009,0.6,100,5,1.0,0.0003,-0.09674107274817523,4.251379438415612,3.8423466542580433,-0.17173013363801182
2025-04-07,2025-04-03,2025-04-14,0.0883030133185406,0.94,100,5,1.0,0.00047,0.08779151090228088,4.626789053588196,4.179672072445681,-0.09901507063526271
2025-04-14,2025-04-11,2025-04-21,0.0132302624016114,0.8,100,5,1.0,0.0004,0.01282497029665075,4.6880026868440705,4.233276242624537,-0.08745996567842995
2025-04-21,2025-04-18,2025-04-28,0.0020686330548827,0.59,100,5,1.0,0.000295,0.0017730228081314081,4.697700444163455,4.240781937955831,-0.08584201138424474
2025-04-28,2025-04-25,2025-05-06,0.0716052765671255,0.79,100,5,1.0,0.000395,0.0711819924828816,5.034080583697287,4.5426492459849435,-0.020770424310431967
2025-05-06,2025-04-30,2025-05-12,0.0418433456346402,0.75,100,5,1.0,0.000375,0.0414526543800271,5.244723357513563,4.730954115148448,0.0
2025-05-12,2025-05-09,2025-05-19,0.0032780439126329,0.69,100,5,1.0,0.000345,0.0029319129874831873,5.261915790989105,4.744824860961838,0.0
2025-05-19,2025-05-16,2025-05-26,-0.004057560477816,0.94,100,5,1.0,0.00047,-0.004525653424391374,5.240565249437991,4.723351428081689,-0.004525653424391263
2025-05-26,2025-05-23,2025-06-03,0.0210680604020337,0.85,100,5,1.0,0.000425,0.02063410647636288,5.3509737946539495,4.820813564374007,0.0
2025-06-03,2025-05-30,2025-06-09,0.0296393126430828,0.85,100,5,1.0,0.000425,0.02920171593520937,5.509572979898641,4.961589592657461,0.0
2025-06-09,2025-06-06,2025-06-16,-0.005693326748931,0.85,100,5,1.0,0.000425,-0.006115907085062711,5.478205180676997,4.931244971714554,-0.006115907085062711
2025-06-16,2025-06-13,2025-06-23,-0.0140015533345885,0.63,100,5,1.0,0.000315,-0.014312142845288034,5.401501798661929,4.860668289274266,-0.020340518194520874
2025-06-23,2025-06-20,2025-06-30,0.0647490179759318,0.72,100,5,1.0,0.00035999999999999997,0.06436570832946042,5.751243735720518,5.173528646667951,0.0
2025-06-30,2025-06-27,2025-07-07,0.0065338862006421,0.84,100,5,1.0,0.00042,0.006111141968437872,5.788821707801872,5.20514481470552,0.0
2025-07-07,2025-07-04,2025-07-14,0.0269998242600738,0.99,100,5,1.0,0.000495,0.026491459347065094,5.945118876585422,5.343036696959878,0.0
2025-07-14,2025-07-11,2025-07-21,0.0266463896349447,0.84,100,5,1.0,0.00042,0.026215198151298136,6.103534830596982,5.483105462700339,0.0
2025-07-21,2025-07-18,2025-07-28,0.0282447612801784,0.83,100,5,1.0,0.000415,0.02781803970424712,6.275927714852448,5.635634708164311,0.0
2025-07-28,2025-07-25,2025-08-04,0.0243220094623608,0.58,100,5,1.0,0.00029,0.024024956079616855,6.428570888118181,5.771030584508723,0.0
2025-08-04,2025-08-01,2025-08-11,0.0536960513117088,0.83,100,5,1.0,0.000415,0.05325876745041436,6.773759760387533,6.078388560358301,0.0
2025-08-11,2025-08-08,2025-08-18,0.0138357486883008,0.79,100,5,1.0,0.000395,0.013435283567568845,6.867479798107179,6.160053434300582,0.0
2025-08-18,2025-08-15,2025-08-25,0.0387897819265538,0.91,100,5,1.0,0.000455,0.03831713257577718,7.133867841860769,6.396089018416548,0.0
2025-08-25,2025-08-22,2025-09-01,0.0176408792042682,0.45,100,5,1.0,0.00022500000000000002,0.01741191000644715,7.259715542718248,6.507457144798442,0.0
2025-09-01,2025-08-29,2025-09-08,-0.019999669972469,0.51,100,5,1.0,0.000255,-0.020249570056626087,7.114523627769879,6.375683935454354,-0.020249570056626087
2025-09-08,2025-09-05,2025-09-15,0.004826049634727,0.77,100,5,1.0,0.00038500000000000003,0.004439191605617676,7.148858671924934,6.4039868180606945,-0.015900270172421127
2025-09-15,2025-09-12,2025-09-22,0.0376101239027279,0.75,100,5,1.0,0.000375,0.03722102010626438,7.417728132339122,6.642349740175984,0.0
2025-09-22,2025-09-19,2025-09-29,0.0142277180067147,0.67,100,5,1.0,0.000335,0.013887951721182512,7.523265476456518,6.734598372682757,0.0
2025-09-29,2025-09-26,2025-10-09,0.0171094920324212,0.64,100,5,1.0,0.00032,0.016784016994970896,7.651984727183741,6.847631986224168,0.0
2025-10-09,2025-09-30,2025-10-13,-0.0202031301780138,0.59,100,5,1.0,0.000295,-0.020492170254611364,7.497390683620275,6.707309145721539,-0.020492170254611475
2025-10-13,2025-10-10,2025-10-20,-0.0257184791705292,0.7,100,5,1.0,0.00035,-0.026059477702819467,7.304569197490268,6.532520172592692,-0.04601763270359838
2025-10-20,2025-10-17,2025-10-27,0.040901207988931,0.89,100,5,1.0,0.00044500000000000003,0.04043800695137589,7.603334901506356,6.796682268741999,-0.007440487103376414
2025-10-27,2025-10-24,2025-11-03,0.0043054021957734,0.81,100,5,1.0,0.00040500000000000003,0.0038986585078841784,7.636070316286502,6.823180211894416,-0.003570836513840603
2025-11-03,2025-10-31,2025-11-10,0.0215536960811898,0.97,100,5,1.0,0.00048499999999999997,0.021058242538590344,7.800655855138336,6.966864395680998,0.0
2025-11-10,2025-11-07,2025-11-17,0.0405397586787668,0.64,100,5,1.0,0.00032,0.04020678595598959,8.116892561041753,7.246979621222549,0.0
2025-11-17,2025-11-14,2025-11-24,-0.0835842374377312,0.49,100,5,1.0,0.000245,-0.083808759299559,7.438448285963085,6.639619250498699,-0.083808759299559
2025-11-24,2025-11-21,2025-12-01,0.0368431921041935,0.99,100,5,1.0,0.000495,0.03632995472410183,7.712504465119931,6.880836317254592,-0.050523573006293176
2025-12-01,2025-11-28,2025-12-08,0.0042651079805698,0.81,100,5,1.0,0.00040500000000000003,0.0038583806118377417,7.745399129464294,6.907385202694316,-0.04686013156898372
2025-12-08,2025-12-05,2025-12-15,-0.0157884052116431,0.86,100,5,1.0,0.00043,-0.01621161619740219,7.623111629482404,6.795405324860621,-0.062312069298429806
2025-12-15,2025-12-12,2025-12-22,0.0302837223105716,0.91,100,5,1.0,0.000455,0.029814943216920353,7.8539678252121385,6.998009948757298,-0.03435495688937096
2025-12-22,2025-12-19,2025-12-29,0.0193135192338042,0.73,100,5,1.0,0.000365,0.018941469799284016,8.005655583866053,7.130562542856774,-0.016064220468462564
2020-02-17,2020-02-14,2020-02-24,0.0944668073820696,0.0,100,10,1.0,0.0,0.09446680738206958,1.0944668073820696,1.0944668073820696,0.0
2020-02-24,2020-02-21,2020-03-02,-0.0370985400773383,0.64,100,10,1.0,0.00064,-0.03771479701168878,1.0538636866650894,1.0531892139056238,-0.03771479701168867
2020-03-02,2020-02-28,2020-03-09,0.0223127604923665,0.79,100,10,1.0,0.00079,0.02150513341157767,1.0773782946972499,1.0758381884582988,-0.01702072534143806
2020-03-09,2020-03-06,2020-03-16,-0.0552259980357801,0.81,100,10,1.0,0.0008100000000000001,-0.05599126497737106,1.0178790031105074,1.0156006473755554,-0.07205897837610953
2020-03-16,2020-03-13,2020-03-23,-0.0117214493854416,0.94,100,10,1.0,0.00094,-0.012650431223019343,1.0059479858950438,1.0027528612358771,-0.08379783244918071
2020-03-23,2020-03-20,2020-03-30,0.0135192951072347,0.67,100,10,1.0,0.00067,0.012840237179512881,1.0195476935788872,1.015628445806581,-0.07203357931344445
2020-03-30,2020-03-27,2020-04-07,0.0398755943538057,0.7,100,10,1.0,0.0007,0.03914768143775782,1.060202763832397,1.0553879446621421,-0.03570584549147071
2020-04-07,2020-04-03,2020-04-13,0.0013556797007999,0.71,100,10,1.0,0.00071,0.0006447171682122388,1.0616400591980564,1.05606837138919,-0.03508414849485242
2020-04-13,2020-04-10,2020-04-20,0.0212982212579659,0.67,100,10,1.0,0.00067,0.020613951449723222,1.0842511040751768,1.0778381135245951,-0.015193419978856926
2020-04-20,2020-04-17,2020-04-27,-0.020951073187507,0.89,100,10,1.0,0.0008900000000000001,-0.021822426732370115,1.0615348798400626,1.0543170702628486,-0.036684289416924254
2020-04-27,2020-04-24,2020-05-06,0.0044514426930336,0.9,100,10,1.0,0.0009000000000000001,0.0035474363946097487,1.0662602415243267,1.0580571930093574,-0.03326698820570251
2020-05-06,2020-04-30,2020-05-11,0.0207216848046009,0.95,100,10,1.0,0.00095,0.019751999204036474,1.0883549501688714,1.0789559378435034,-0.014172078526225707
2020-05-11,2020-05-08,2020-05-18,-0.0068227453110523,0.63,100,10,1.0,0.00063,-0.007448446981506374,1.080929381535846,1.0709193917450945,-0.02151496553221177
2020-05-18,2020-05-15,2020-05-25,-0.017108325255379,0.8,100,10,1.0,0.0008,-0.017894638595174706,1.062436490098435,1.0517556762652518,-0.03902460159479981
2020-05-25,2020-05-22,2020-06-01,0.0584778024034355,0.63,100,10,1.0,0.00063,0.05781096138792141,1.1245654412326112,1.1125586830553493,0.0
2020-06-01,2020-05-29,2020-06-08,0.0161205457955827,0.66,100,10,1.0,0.00066,0.015449906235357469,1.142694049928131,1.1297476103898874,0.0
2020-06-08,2020-06-05,2020-06-15,0.0045267672395824,0.65,100,10,1.0,0.0006500000000000001,0.0038738248408765052,1.1478667599182113,1.1341240547469367,0.0
2020-06-15,2020-06-12,2020-06-22,0.0093754029026466,0.83,100,10,1.0,0.00083,0.00853762131823732,1.158628473271,1.1438067764542699,0.0
2020-06-22,2020-06-19,2020-06-29,-0.0084781215420695,0.97,100,10,1.0,0.0009699999999999999,-0.009439897764173755,1.148805480252506,1.1330093574225724,-0.009439897764173755
2020-06-29,2020-06-24,2020-07-06,0.0797602947239779,0.79,100,10,1.0,0.00079,0.078907284091146,1.240434543937967,1.222412048666642,0.0
2020-07-06,2020-07-03,2020-07-13,0.0742113970483889,0.99,100,10,1.0,0.00099,0.07314792776531087,1.3324889243906846,1.3118289569019552,0.0
2020-07-13,2020-07-10,2020-07-20,-0.0700146961247523,0.73,100,10,1.0,0.00073,-0.07069358539658122,1.2391951172598727,1.2190910645114987,-0.07069358539658122
2020-07-20,2020-07-17,2020-07-27,-0.0456315830369017,0.9,100,10,1.0,0.0009000000000000001,-0.046490514612168576,1.1826486823677056,1.1624148935632628,-0.11389751884388344
2020-07-27,2020-07-24,2020-08-03,0.0852244266889536,0.93,100,10,1.0,0.00093,0.08421516797213302,1.2834392382969397,1.2603078590780021,-0.039274249552797236
2020-08-03,2020-07-31,2020-08-10,0.0153602619112424,0.6,100,10,1.0,0.0006,0.014751045754095582,1.303153201144346,1.278898717971508,-0.025102540050812805
2020-08-10,2020-08-07,2020-08-17,0.0152511852068463,0.8,100,10,1.0,0.0008,0.014438984258680732,1.323027831967893,1.2973647164287454,-0.011026010972778666
2020-08-17,2020-08-14,2020-08-24,0.0141542189794987,0.75,100,10,1.0,0.00075,0.01339360331526418,1.341754257617538,1.3147411047958122,0.0
2020-08-24,2020-08-21,2020-08-31,-0.0077529907230406,0.55,100,10,1.0,0.00055,-0.008298726578143012,1.331351649305629,1.3038304278460662,-0.008298726578142901
2020-08-31,2020-08-28,2020-09-07,0.0203236009550958,0.86,100,10,1.0,0.00086,0.0194461226582745,1.3584095089570252,1.3291848742715513,0.0
2020-09-07,2020-09-04,2020-09-14,-0.0172882463935853,0.36,100,10,1.0,0.00035999999999999997,-0.01764202262488357,1.334924990662787,1.3057353646469996,-0.01764202262488357
2020-09-14,2020-09-11,2020-09-21,0.0081110569115329,0.5,100,10,1.0,0.0005,0.007607001383077128,1.3457526432346802,1.315668095371802,-0.010169224132314136
2020-09-21,2020-09-18,2020-09-28,-0.0486874883561525,0.8,100,10,1.0,0.0008,-0.0494485383654677,1.2802313270869303,1.2506102310815876,-0.05911490922812812
2020-09-28,2020-09-25,2020-10-09,0.0196563153115514,0.61,100,10,1.0,0.00061,0.019034324959211313,1.305395957723877,1.2744147526173089,-0.04120579666109936
2020-10-09,2020-09-30,2020-10-12,0.0349375216,0.72,100,10,1.0,0.0007199999999999999,0.03419236658444813,1.3510032571934076,1.3179900090194288,-0.008422353781491698
2020-10-12,2020-10-09,2020-10-19,0.0023390063794756,0.36,100,10,1.0,0.00035999999999999997,0.0019781643371790114,1.3541632624306754,1.3205972098520293,-0.006460850244198291
2020-10-19,2020-10-16,2020-10-26,-0.0151797343153944,0.56,100,10,1.0,0.0005600000000000001,-0.015731233664177835,1.3336074238873101,1.2998225865675859,-0.022090446763515237
2020-10-26,2020-10-23,2020-11-02,-0.0212114031515597,0.56,100,10,1.0,0.0005600000000000001,-0.02175952476579479,1.3053197391733236,1.271539064804029,-0.04336929390587185
2020-11-02,2020-10-30,2020-11-09,0.0381094533880115,0.89,100,10,1.0,0.0008900000000000001,0.03718553597449614,1.3550647609298008,1.3188219264412764,-0.007796468370101062
2020-11-09,2020-11-06,2020-11-16,-0.0144224852328362,0.79,100,10,1.0,0.00079,-0.015201091469502215,1.335521359425754,1.2987743937054574,-0.022879045010770316
2020-11-16,2020-11-13,2020-11-23,0.0223152574533174,0.89,100,10,1.0,0.0008900000000000001,0.02140539687418408,1.3653238623957442,1.3265751750527506,-0.0019633831751439956
2020-11-23,2020-11-20,2020-11-30,-0.016393136028411,0.58,100,10,1.0,0.00058,-0.016963628009514564,1.3429419225966552,1.304071647256499,-0.018893705082835388
2020-11-30,2020-11-27,2020-12-07,-0.0072989878797858,0.77,100,10,1.0,0.0007700000000000001,-0.008063367659118414,1.333139805780366,1.2935564381108378,-0.026804725851427902
2020-12-07,2020-12-04,2020-12-14,-0.0248259011151968,0.76,100,10,1.0,0.00076,-0.025567033430349162,1.30004340878933,1.2604840374136146,-0.05168644195984218
2020-12-14,2020-12-11,2020-12-21,0.0320722562636167,0.85,100,10,1.0,0.00085,0.03119499484579258,1.3417387341498472,1.299804830463936,-0.022103805404584342
2020-12-21,2020-12-18,2020-12-28,-0.008524182271083,0.82,100,10,1.0,0.00082,-0.00933719244162079,1.3303015086197818,1.287668302625346,-0.031234610361450366
2020-12-28,2020-12-25,2021-01-04,0.0415541577479669,0.67,100,10,1.0,0.00067,0.04085631646227594,1.3855810673613267,1.3402776862958488,0.0
2021-01-04,2020-12-31,2021-01-11,-0.0206802303907146,0.65,100,10,1.0,0.0006500000000000001,-0.021316788240960727,1.3569269316632822,1.3117072706729953,-0.021316788240960727
2021-01-11,2021-01-08,2021-01-18,0.0209306055407348,0.86,100,10,1.0,0.00086,0.020052605219969877,1.385328234017526,1.3380104187359652,-0.0016916401601444475
2021-01-18,2021-01-15,2021-01-25,-0.0026739157964829,0.74,100,10,1.0,0.00074,-0.003411937098793505,1.3816239829692727,1.3334452113497077,-0.005097805489117757
2021-01-25,2021-01-22,2021-02-01,-0.0428907380948474,0.89,100,10,1.0,0.0008900000000000001,-0.04374256533794296,1.3223651105701777,1.275116897067676,-0.04861737973737279
2021-02-01,2021-01-29,2021-02-08,0.0250055302247112,0.64,100,10,1.0,0.00064,0.024349526685367495,1.3554315513106439,1.3061653899797885,-0.025451663237293087
2021-02-08,2021-02-05,2021-02-18,0.0258756266180636,0.58,100,10,1.0,0.00058,0.02528061875462506,1.3905041920387007,1.3391860592343536,-0.0008144782776411397
2021-02-18,2021-02-10,2021-02-22,0.0435789566346593,0.69,100,10,1.0,0.00069,0.042858887154581415,1.4511009139238673,1.3965820834260674,0.0
2021-02-22,2021-02-19,2021-03-01,0.0086292810342585,0.57,100,10,1.0,0.00057,0.008054362344068977,1.4636228715191857,1.4078306615692158,0.0
2021-03-01,2021-02-26,2021-03-08,0.0274949532726041,0.82,100,10,1.0,0.00082,0.026652407410920453,1.5038651139803203,1.4453527379269442,0.0
2021-03-08,2021-03-05,2021-03-15,0.0172104706141776,0.59,100,10,1.0,0.00059,0.016610316436515227,1.5297473403321653,1.4693605042662945,0.0
2021-03-15,2021-03-12,2021-03-22,0.0196566692648489,0.46,100,10,1.0,0.00046,0.019187627196987078,1.559817077859857,1.497554045840133,0.0
2021-03-22,2021-03-19,2021-03-29,-0.01326400785674,0.6,100,10,1.0,0.0006,-0.013856049452026009,1.5391276518840467,1.4768038629238907,-0.013856049452025898
2021-03-29,2021-03-26,2021-04-06,0.0151092868615468,0.98,100,10,1.0,0.00098,0.01411447976042246,1.5623827730929016,1.4976481811572435,0.0
2021-04-06,2021-04-02,2021-04-12,-0.0066235670975907,0.93,100,10,1.0,0.00093,-0.00754740718018998,1.552034225963201,1.486344820521379,-0.00754740718018998
2021-04-12,2021-04-09,2021-04-19,0.0329994560526949,0.93,100,10,1.0,0.00093,0.03203876655856597,1.603250511195152,1.533965475251597,0.0
2021-04-19,2021-04-16,2021-04-26,-0.0101178574030506,0.69,100,10,1.0,0.00069,-0.010800876081442423,1.5870290511415115,1.5173973042401936,-0.010800876081442423
2021-04-26,2021-04-23,2021-05-06,0.0213283176761404,0.89,100,10,1.0,0.0008900000000000001,0.020419335473408573,1.6208777109055212,1.54838154884192,0.0
2021-05-06,2021-04-30,2021-05-10,0.0086707246690396,0.93,100,10,1.0,0.00093,0.007732660895097387,1.6349318952589662,1.5603546582953403,0.0
2021-05-10,2021-05-07,2021-05-17,-0.0002543493180499,0.51,100,10,1.0,0.00051,-0.0007642195998976975,1.634516051446349,1.5591622046826792,-0.0007642195998978085
2021-05-17,2021-05-14,2021-05-24,0.0030612542150197,0.7,100,10,1.0,0.0007,0.0023591113370691197,1.6395197205983565,1.5628404419160757,0.0
2021-05-24,2021-05-21,2021-05-31,0.0214726602914429,0.93,100,10,1.0,0.00093,0.020522690717371672,1.674724570599886,1.5949141329461198,0.0
2021-05-31,2021-05-28,2021-06-07,-0.0011468730051738,0.91,100,10,1.0,0.00091,-0.0020558293507390024,1.6728038741987639,1.5916352616597007,-0.0020558293507390024
2021-06-07,2021-06-04,2021-06-15,0.0423138036080655,0.94,100,10,1.0,0.00094,0.04133402863267377,1.7435865688064214,1.657423959137916,0.0
2021-06-15,2021-06-11,2021-06-21,0.0125908039043749,0.88,100,10,1.0,0.00088,0.011699723996939193,1.765539725384565,1.676815362005744,0.0
2021-06-21,2021-06-18,2021-06-28,-0.0062712474531583,0.68,100,10,1.0,0.00068,-0.0069469830048901615,1.7544675888782972,1.6651665541835514,-0.0069469830048901615
2021-06-28,2021-06-25,2021-07-05,0.0049818933876411,0.83,100,10,1.0,0.00083,0.004147758416129355,1.7632081593581606,1.6720732627729233,-0.0028280389959860486
2021-07-05,2021-07-02,2021-07-12,0.0465063378228175,0.53,100,10,1.0,0.0005300000000000001,0.04595168946377126,1.8452085136692193,1.7489078541045395,0.0
2021-07-12,2021-07-09,2021-07-19,-0.0283713328962826,0.51,100,10,1.0,0.00051,-0.02886686351650547,1.7928574886648552,1.6984223697771594,-0.02886686351650536
2021-07-19,2021-07-16,2021-07-26,0.0023306647298861,0.98,100,10,1.0,0.00098,0.001348380678450889,1.7970360383793986,1.7007124896844157,-0.02755740635906767
2021-07-26,2021-07-23,2021-08-02,-0.0032940047077149,0.86,100,10,1.0,0.00086,-0.004151171863666203,1.7911165932090436,1.693652539849052,-0.03159418269282044
2021-08-02,2021-07-30,2021-08-09,0.020968921191789,0.74,100,10,1.0,0.00074,0.020213404190106976,1.8286743758973496,1.7278870231946222,-0.012019404487539576
2021-08-09,2021-08-06,2021-08-16,0.0322941531063585,0.71,100,10,1.0,0.00071,0.031561224257653064,1.8877298661742532,1.7824212530255563,0.0
2021-08-16,2021-08-13,2021-08-23,-0.000717798784048,0.94,100,10,1.0,0.00094,-0.0016571240531910725,1.8863748559717022,1.7794675598942487,-0.0016571240531910725
2021-08-23,2021-08-20,2021-08-30,0.02092218971339,0.72,100,10,1.0,0.0007199999999999999,0.020187125736796263,1.925841948578911,1.815389895270384,0.0
2021-08-30,2021-08-27,2021-09-06,0.0435068812285431,0.84,100,10,1.0,0.00084,0.042630335448311074,2.0096293255006796,1.8927805754752347,0.0
2021-09-06,2021-09-03,2021-09-13,0.0822089379597512,0.65,100,10,1.0,0.0006500000000000001,0.08150550215007746,2.1748388180428617,2.0470526067392565,0.0
2021-09-13,2021-09-10,2021-09-22,-0.0222224676837076,0.44,100,10,1.0,0.00044,-0.022652689797926784,2.1265085326916315,2.000681359038755,-0.022652689797926673
2021-09-22,2021-09-17,2021-09-27,-0.0534624991898553,0.79,100,10,1.0,0.00079,-0.05421026381549532,2.012820071985385,1.8922238947545202,-0.0756349453233458
2021-09-27,2021-09-24,2021-10-08,0.0244810959804148,0.92,100,10,1.0,0.00092,0.023538573372112737,2.0620961133589644,1.9367641457376645,-0.05387671066122235
2021-10-08,2021-09-30,2021-10-11,0.00303983644,0.92,100,10,1.0,0.00092,0.0021170397904750615,2.068364548267135,1.9408643524989566,-0.05187373001099704
2021-10-11,2021-10-08,2021-10-18,-0.0027796827504653,0.57,100,10,1.0,0.00057,-0.0033480983312974555,2.062615151010643,1.9343661477990801,-0.05504814999340646
2021-10-18,2021-10-15,2021-10-25,-0.0217795000429539,0.68,100,10,1.0,0.00068,-0.022444689982924704,2.0176924242406096,1.8909498992982654,-0.07625730131559572
2021-10-25,2021-10-22,2021-11-01,0.0027288474439903,0.97,100,10,1.0,0.0009699999999999999,0.0017562004619697813,2.023198399055257,1.8942707863849748,-0.07463502396142485
2021-11-01,2021-10-29,2021-11-08,0.018943276955369,0.7,100,10,1.0,0.0007,0.018230016661500148,2.06152440666422,1.928803374382166,-0.05776560503027295
2021-11-08,2021-11-05,2021-11-15,0.0743541839425077,0.76,100,10,1.0,0.00076,0.07353767476271145,2.2148073715993006,2.0706430896087022,0.0
2021-11-15,2021-11-12,2021-11-22,0.0218784312733629,0.64,100,10,1.0,0.00064,0.021224429077348006,2.2632638824625735,2.114591307008603,0.0
2021-11-22,2021-11-19,2021-11-29,0.022347155354389,0.85,100,10,1.0,0.00085,0.021478160272337732,2.313841392051942,2.160008838011026,0.0
2021-11-29,2021-11-26,2021-12-06,-0.0365099941286855,0.52,100,10,1.0,0.0005200000000000001,-0.03701100893173859,2.2293630564134164,2.0800647316147653,-0.03701100893173859
2021-12-06,2021-12-03,2021-12-13,0.010209273162303,0.96,100,10,1.0,0.00096,0.00923947226006705,2.2521232328342875,2.099283432001664,-0.02811349886201342
2021-12-13,2021-12-10,2021-12-20,0.0280031173959289,0.91,100,10,1.0,0.00091,0.027067634559098774,2.315189704113445,2.1561060687750557,-0.0018068302162892458
2021-12-20,2021-12-17,2021-12-27,-0.0021077003997598,0.78,100,10,1.0,0.0007800000000000001,-0.0028860563934479666,2.3103099778485654,2.1498834250703154,-0.004687671995839637
2021-12-27,2021-12-24,2022-01-04,0.0462273233557824,0.76,100,10,1.0,0.00076,0.04543219059003212,2.4171094242466613,2.247557338584461,0.0
2022-01-04,2021-12-31,2022-01-10,-0.0041810338328319,0.72,100,10,1.0,0.0007199999999999999,-0.004898023488472236,2.4070034079662292,2.236548749948386,-0.004898023488472236
2022-01-10,2022-01-07,2022-01-17,-0.0023437918676089,0.87,100,10,1.0,0.00087,-0.0032117527686841285,2.401361892953331,2.2293655083084425,-0.008094045016656115
2022-01-17,2022-01-14,2022-01-24,-0.0509075713750744,0.92,100,10,1.0,0.00092,-0.05178073640940939,2.2791143909904252,2.113927320562494,-0.05945566581457207
2022-01-24,2022-01-21,2022-02-07,-0.0198395240174893,0.58,100,10,1.0,0.00058,-0.020408017093559216,2.233897846291765,2.070786255669913,-0.07865031066387862
2022-02-07,2022-01-28,2022-02-14,0.0225754986201429,0.92,100,10,1.0,0.00092,0.02163472916141229,2.284329204038265,2.1155871554625065,-0.05871715967214031
2022-02-14,2022-02-11,2022-02-21,0.0400287739073023,0.53,100,10,1.0,0.0005300000000000001,0.039477558657131206,2.3757681012765604,2.199105371486551,-0.02155761113014598
2022-02-21,2022-02-18,2022-02-28,-0.0243843591284767,0.6,100,10,1.0,0.0006,-0.02496972851299961,2.3178365186890537,2.144194307389053,-0.04598905194583702
2022-02-28,2022-02-25,2022-03-07,0.0037581595687838,0.87,100,10,1.0,0.00087,0.002884889969958948,2.3265473181806415,2.150380072040083,-0.04323683533056444
2022-03-07,2022-03-04,2022-03-14,-0.0452670387812359,0.93,100,10,1.0,0.00093,-0.046154940435169434,2.221231410502178,2.0511294079020974,-0.08739618220644652
2022-03-14,2022-03-11,2022-03-21,0.0223430924272627,0.66,100,10,1.0,0.00066,0.021668345986260773,2.2708605892093674,2.095573989575114,-0.06762156693411336
2022-03-21,2022-03-18,2022-03-28,0.0151288688910493,0.93,100,10,1.0,0.00093,0.014184799042980645,2.305216141333367,2.1252992854969346,-0.05439596622906451
2022-03-28,2022-03-25,2022-04-06,0.0476008918296849,0.68,100,10,1.0,0.00068,0.04688852322324055,2.41494648552102,2.224951430401294,-0.010057989531606082
2022-04-06,2022-04-01,2022-04-11,-0.0395371463189621,0.66,100,10,1.0,0.00066,-0.040171051802391555,2.319466392970512,2.1355727912328386,-0.0498250013154955
2022-04-11,2022-04-08,2022-04-18,0.0108128287568474,0.67,100,10,1.0,0.00067,0.010135584161580447,2.3445463858849647,2.1572180689915603,-0.04019442264809914
2022-04-18,2022-04-15,2022-04-25,-0.070354648386156,0.5,100,10,1.0,0.0005,-0.07081947106196285,2.1795966492809953,2.004445026380269,-0.10816734595848265
2022-04-25,2022-04-22,2022-05-05,0.0270982176189401,0.62,100,10,1.0,0.00062,0.02646141672401625,2.238659833604724,2.0574854815236994,-0.08456819045180453
2022-05-05,2022-04-29,2022-05-09,-0.0124710481257494,0.93,100,10,1.0,0.00093,-0.013389450050992457,2.2107413990826577,2.0299368824381956,-0.09682531894083979
2022-05-09,2022-05-06,2022-05-16,0.0354064272305849,0.92,100,10,1.0,0.00092,0.0344538533175327,2.289015853554919,2.099876030029571,-0.06570747095951801
2022-05-16,2022-05-13,2022-05-23,0.0478436508860372,0.92,100,10,1.0,0.00092,0.04687963472722201,2.3985307289250053,2.1983174512898063,-0.0219081784697277
2022-05-23,2022-05-20,2022-05-30,-0.0132896874469727,0.88,100,10,1.0,0.00088,-0.014157992522019325,2.3666550052056325,2.1671936892534207,-0.035755995164801546
2022-05-30,2022-05-27,2022-06-06,0.0568195631914384,0.75,100,10,1.0,0.00075,0.05602694851904477,2.501127308826248,2.288614938512021,0.0
2022-06-06,2022-06-02,2022-06-13,-0.0031800156633081,0.96,100,10,1.0,0.00096,-0.004136962848271253,2.493173684808253,2.2791470235373983,-0.004136962848271142
2022-06-13,2022-06-10,2022-06-20,0.0206119667481219,0.8,100,10,1.0,0.0008,0.01979547717472352,2.5445628978968133,2.324263826419672,0.0
2022-06-20,2022-06-17,2022-06-27,0.0184357724350003,0.74,100,10,1.0,0.00074,0.017682129963398463,2.591473880428984,2.3653617614676503,0.0
2022-06-27,2022-06-24,2022-07-04,0.0059344509663784,0.54,100,10,1.0,0.00054,0.005391246362856483,2.6068528551030403,2.3781140094610027,0.0
